athlete_id,skill_level,reaction_time,front_block_angle,rear_block_angle,front_knee_angle,rear_knee_angle,TBCG,RFmax,time_to_10m,time_to_20m,time_to_30m
303,Average,0.219,58.5,62.5,110.3,149.2,59.4,0.44,2.21,3.68,4.86
304,Average,0.202,58.0,74.2,105.9,153.4,59.6,0.44,2.02,3.72,4.81
305,Average,0.195,58.5,72.7,118.6,127.2,55.2,0.5,2.3,3.54,4.75
306,Average,0.205,62.7,70.0,107.9,153.7,59.8,0.55,2.0,3.8,4.78
307,Average,0.206,61.6,66.9,101.7,140.7,57.6,0.49,2.3,3.72,4.76
308,Average,0.185,56.9,66.2,112.3,134.0,51.6,0.41,2.3,3.69,4.81
309,Average,0.206,56.7,69.8,102.3,127.3,54.8,0.41,2.3,3.54,4.75
310,Average,0.212,56.0,68.2,106.9,140.0,57.2,0.54,2.3,3.59,4.78
311,Average,0.231,61.6,60.9,110.1,148.8,52.5,0.44,2.24,3.8,4.79
312,Average,0.226,62.6,67.7,117.5,146.2,56.4,0.41,2.3,3.52,4.79
313,Average,0.23,57.7,72.1,109.9,126.5,56.7,0.49,2.3,3.8,4.71
314,Average,0.181,55.2,66.9,114.0,127.2,51.6,0.49,2.29,3.54,4.78
315,Average,0.195,55.8,60.8,119.9,137.1,55.7,0.5,2.3,3.57,4.86
316,Average,0.226,64.7,71.8,102.6,133.9,57.7,0.44,2.24,3.8,4.7
317,Average,0.214,58.0,63.0,105.5,132.0,55.0,0.4,2.3,3.64,4.8
318,Average,0.18,62.7,63.9,107.9,133.4,50.1,0.54,2.07,3.8,4.73
319,Average,0.236,61.2,62.5,108.4,149.1,50.1,0.44,2.1,3.76,4.76
320,Average,0.234,58.8,65.0,108.2,152.9,53.6,0.5,2.3,3.71,4.77
321,Average,0.218,57.1,71.4,118.2,137.2,59.3,0.51,2.3,3.69,4.78
322,Average,0.185,56.2,67.8,114.3,152.2,52.3,0.49,2.3,3.55,4.82
323,Average,0.234,61.2,63.1,112.2,134.6,56.3,0.45,2.13,3.63,4.77
324,Average,0.221,62.7,73.2,106.2,139.3,52.2,0.44,2.3,3.65,4.69
325,Average,0.235,61.4,73.2,116.5,131.8,53.2,0.49,2.3,3.48,4.68
326,Average,0.233,60.3,73.1,119.1,144.2,58.5,0.53,2.3,3.46,4.74
327,Average,0.236,55.4,63.6,116.4,154.4,57.3,0.54,2.3,3.8,4.83
328,Average,0.216,64.7,66.8,100.0,143.1,51.0,0.42,2.3,3.42,4.71
329,Average,0.19,63.0,74.8,112.7,135.7,54.3,0.42,2.06,3.8,4.73
330,Average,0.227,57.9,71.6,101.0,144.4,50.3,0.54,2.3,3.47,4.68
331,Average,0.223,64.8,60.4,105.2,128.7,54.8,0.51,2.3,3.78,4.72
332,Average,0.232,61.0,61.0,101.2,151.7,56.6,0.53,2.13,3.8,4.78
333,Average,0.192,60.8,67.0,112.1,140.1,51.2,0.43,2.12,3.76,4.78
334,Average,0.194,62.5,73.6,113.7,138.5,52.9,0.49,2.3,3.6,4.72
335,Average,0.242,63.1,68.1,102.3,142.6,54.0,0.51,2.3,3.7,4.69
336,Average,0.232,61.6,67.5,107.7,143.7,59.2,0.5,2.3,3.8,4.76
337,Average,0.244,56.3,61.6,109.1,127.2,59.9,0.46,2.05,3.7,4.8
338,Average,0.233,58.4,69.9,107.4,145.5,50.4,0.4,2.3,3.49,4.74
339,Average,0.222,64.3,72.3,102.4,132.3,57.6,0.49,1.93,3.69,4.68
340,Average,0.226,57.2,65.7,108.4,146.4,53.7,0.44,2.24,3.8,4.79
341,Average,0.242,58.7,71.6,115.0,149.7,53.9,0.47,2.3,3.72,4.74
342,Average,0.221,59.3,74.5,101.4,149.1,57.5,0.54,2.3,3.8,4.72
343,Average,0.224,59.4,63.1,101.6,141.6,59.2,0.46,2.3,3.59,4.8
344,Average,0.191,61.1,67.8,107.1,140.6,59.5,0.53,2.3,3.58,4.79
345,Average,0.213,64.4,64.3,118.8,129.3,55.8,0.43,2.3,3.68,4.77
346,Average,0.23,57.4,71.9,113.4,148.3,53.6,0.5,2.21,3.76,4.74
347,Average,0.199,56.2,68.7,113.6,133.1,57.9,0.55,2.01,3.59,4.79
348,Average,0.194,57.0,69.5,107.2,139.9,52.5,0.42,2.3,3.7,4.78
349,Average,0.202,63.9,72.0,111.9,133.5,55.6,0.4,2.17,3.53,4.74
350,Average,0.197,61.5,65.9,100.2,129.0,53.6,0.47,2.3,3.61,4.73
351,Average,0.195,57.9,73.7,112.7,143.9,56.6,0.41,2.3,3.61,4.8
352,Average,0.21,63.2,68.0,118.3,126.6,52.4,0.51,2.3,3.61,4.71
353,Average,0.244,63.6,62.4,112.3,147.5,51.9,0.54,2.23,3.71,4.72
354,Average,0.215,63.5,70.4,117.5,134.5,59.2,0.47,2.01,3.48,4.76
355,Average,0.193,64.2,71.9,114.5,125.0,51.0,0.44,2.16,3.62,4.69
356,Average,0.185,57.5,64.8,102.4,140.3,55.1,0.47,2.3,3.71,4.81
357,Average,0.229,62.6,72.9,118.0,126.4,52.2,0.51,2.3,3.75,4.66
358,Average,0.207,59.6,73.6,101.3,133.3,50.4,0.4,2.26,3.59,4.7
359,Average,0.238,63.4,64.2,110.7,146.2,50.4,0.49,2.3,3.63,4.72
360,Average,0.226,62.3,74.8,102.8,126.9,51.8,0.49,1.96,3.74,4.63
361,Average,0.236,62.8,62.1,100.2,150.2,58.7,0.5,2.13,3.8,4.78
362,Average,0.199,61.6,63.0,108.4,125.1,52.8,0.44,2.27,3.66,4.76
363,Average,0.228,56.8,62.8,105.9,132.4,59.5,0.51,2.3,3.61,4.79
364,Average,0.198,60.5,73.4,109.7,147.2,55.8,0.41,2.3,3.72,4.78
365,Average,0.246,64.8,69.8,111.5,134.5,54.4,0.43,2.3,3.78,4.69
366,Average,0.225,64.4,62.3,100.9,128.1,55.8,0.53,2.3,3.57,4.7
367,Average,0.203,55.4,66.6,102.5,135.8,55.2,0.51,2.3,3.8,4.78
368,Average,0.199,56.6,69.2,111.2,133.1,57.6,0.4,2.28,3.8,4.82
369,Average,0.193,56.3,61.3,106.9,150.3,52.8,0.44,2.3,3.8,4.85
370,Average,0.229,62.3,73.2,114.6,134.4,53.5,0.43,2.3,3.8,4.7
371,Average,0.195,63.2,72.1,113.0,148.7,58.9,0.44,2.3,3.8,4.8
372,Average,0.222,57.1,67.6,116.9,151.8,59.5,0.44,2.3,3.8,4.85
373,Average,0.199,60.1,74.5,113.8,138.0,58.9,0.41,2.3,3.8,4.79
374,Average,0.226,63.4,66.3,108.6,152.3,54.2,0.47,2.1,3.76,4.76
375,Average,0.237,62.3,74.8,113.5,136.3,57.8,0.51,2.3,3.63,4.69
376,Average,0.234,60.4,70.0,105.5,153.9,54.8,0.49,2.3,3.7,4.74
377,Average,0.233,60.9,69.5,106.1,127.7,55.0,0.5,2.3,3.7,4.69
378,Average,0.193,60.1,62.5,115.8,145.6,52.0,0.41,2.14,3.62,4.84
379,Average,0.186,58.0,73.2,108.9,139.8,55.9,0.54,2.3,3.8,4.75
380,Average,0.229,60.7,66.4,116.0,136.6,51.9,0.53,2.3,3.67,4.72
381,Average,0.206,61.9,62.4,116.4,144.0,53.3,0.52,2.3,3.8,4.79
382,Average,0.21,63.7,60.2,117.2,146.1,58.6,0.52,2.24,3.8,4.83
383,Average,0.182,61.4,68.4,118.3,125.1,52.1,0.54,1.96,3.64,4.73
384,Average,0.198,62.6,67.9,108.6,130.0,50.7,0.48,2.3,3.63,4.71
385,Average,0.182,56.6,70.8,106.4,146.4,50.7,0.43,2.08,3.55,4.79
386,Average,0.242,59.6,73.4,111.6,145.0,59.4,0.49,1.99,3.66,4.74
387,Average,0.197,55.1,61.2,107.4,154.0,55.1,0.51,2.13,3.58,4.86
388,Average,0.219,57.5,71.0,112.0,147.8,54.1,0.51,2.25,3.8,4.76
389,Average,0.183,62.3,62.8,114.1,153.5,58.1,0.48,2.3,3.8,4.86
390,Average,0.227,64.9,72.9,113.8,146.1,58.4,0.41,2.3,3.8,4.75
391,Average,0.203,56.0,72.3,107.5,133.9,53.3,0.46,2.15,3.8,4.75
392,Average,0.243,59.0,68.1,103.3,128.2,56.9,0.54,2.26,3.62,4.69
393,Average,0.242,63.0,70.7,108.6,148.5,57.7,0.49,2.19,3.61,4.73
394,Average,0.203,57.0,64.7,102.9,144.3,56.5,0.48,2.3,3.8,4.81
395,Average,0.243,60.6,67.1,117.8,126.4,51.5,0.44,2.12,3.44,4.71
396,Average,0.25,62.3,72.3,106.9,135.8,58.8,0.46,2.04,3.48,4.7
397,Average,0.238,61.2,66.9,103.1,153.7,55.4,0.53,2.3,3.79,4.74
398,Average,0.239,56.9,65.4,100.5,140.0,52.8,0.5,2.06,3.8,4.73
399,Average,0.197,58.6,67.4,112.9,138.0,54.3,0.52,2.3,3.8,4.77
400,Average,0.22,62.8,72.4,112.7,138.7,50.4,0.47,2.0,3.8,4.68
401,Average,0.185,60.5,65.0,106.8,131.3,51.3,0.49,2.3,3.8,4.75
402,Average,0.187,55.1,62.6,101.4,136.1,57.7,0.44,2.3,3.79,4.85
403,Average,0.25,62.6,70.7,108.2,136.1,50.0,0.51,1.91,3.72,4.64
404,Average,0.203,55.4,72.4,106.2,126.6,54.2,0.46,2.3,3.76,4.74
405,Average,0.232,62.5,61.5,113.5,148.0,55.2,0.47,2.11,3.5,4.79
406,Average,0.236,57.0,63.6,112.1,137.5,50.5,0.5,2.3,3.6,4.74
407,Average,0.24,64.6,62.1,107.3,149.7,59.7,0.54,2.3,3.5,4.77
408,Average,0.25,58.7,65.2,104.4,150.5,52.3,0.41,2.3,3.8,4.76
409,Average,0.197,58.3,66.8,119.8,131.4,53.0,0.52,2.3,3.78,4.77
410,Average,0.183,56.5,71.2,109.1,144.7,53.0,0.44,2.3,3.72,4.8
411,Average,0.209,58.1,69.8,113.8,139.2,52.3,0.47,2.3,3.8,4.75
412,Average,0.189,63.8,69.3,102.8,151.4,50.0,0.4,2.3,3.8,4.75
413,Average,0.182,65.0,65.3,109.7,131.5,57.3,0.45,2.3,3.64,4.78
414,Average,0.205,58.7,72.6,100.6,145.3,59.7,0.48,1.99,3.65,4.77
415,Average,0.235,59.5,67.1,110.1,143.2,52.2,0.41,1.98,3.74,4.75
416,Average,0.22,62.2,74.7,119.3,133.9,56.6,0.47,2.3,3.68,4.72
417,Average,0.202,63.9,69.5,107.7,129.1,57.4,0.54,2.13,3.7,4.71
418,Average,0.226,60.9,61.9,100.8,144.5,58.5,0.42,2.3,3.8,4.81
419,Average,0.196,58.9,70.1,100.6,147.2,54.2,0.51,2.21,3.78,4.75
420,Average,0.181,59.1,64.9,107.8,134.5,53.0,0.46,2.15,3.8,4.79
421,Average,0.234,62.0,70.3,103.2,144.3,53.3,0.5,1.93,3.8,4.69
422,Average,0.224,55.0,61.0,100.5,136.9,57.1,0.44,2.3,3.54,4.82
423,Average,0.233,61.2,62.6,115.1,146.4,58.2,0.42,2.2,3.73,4.83
424,Average,0.183,58.6,72.8,109.2,131.0,51.8,0.42,2.3,3.59,4.75
425,Average,0.239,62.9,63.4,105.8,151.7,53.7,0.41,1.98,3.8,4.77
426,Average,0.223,55.9,72.6,118.0,133.6,59.0,0.43,2.3,3.79,4.79
427,Average,0.219,60.9,64.2,102.3,136.0,58.1,0.5,2.28,3.8,4.76
428,Average,0.224,59.8,69.6,119.1,126.7,59.8,0.53,2.22,3.8,4.75
429,Average,0.241,61.4,70.4,106.3,128.3,57.5,0.52,2.13,3.79,4.68
430,Average,0.221,55.6,67.7,117.8,140.5,53.9,0.5,2.3,3.58,4.78
431,Average,0.221,60.8,64.6,112.1,133.0,55.9,0.42,2.03,3.64,4.78
432,Average,0.249,60.6,63.2,116.5,150.1,56.6,0.44,2.3,3.74,4.81
433,Average,0.233,60.6,60.5,119.7,125.4,50.8,0.45,2.25,3.71,4.75
434,Average,0.211,61.0,64.6,105.8,136.4,55.4,0.44,2.3,3.52,4.78
435,Average,0.23,61.8,69.8,119.2,135.1,57.1,0.48,2.3,3.8,4.74
436,Average,0.207,63.0,74.1,107.8,125.6,51.7,0.48,2.22,3.72,4.66
437,Average,0.196,57.7,73.1,107.7,128.7,57.8,0.45,2.3,3.79,4.76
438,Average,0.222,63.3,71.5,106.8,137.4,55.8,0.45,2.3,3.52,4.71
439,Average,0.245,60.0,71.8,110.8,139.8,59.5,0.52,2.3,3.43,4.73
440,Average,0.245,55.8,70.0,103.1,137.1,50.4,0.52,2.3,3.76,4.68
441,Average,0.204,55.6,63.9,111.1,140.9,52.7,0.45,2.21,3.58,4.82
442,Average,0.217,58.3,73.6,110.8,142.9,56.0,0.54,2.01,3.51,4.73
443,Average,0.195,62.8,70.1,115.2,125.3,53.0,0.54,2.3,3.79,4.7
444,Average,0.25,62.1,68.4,116.7,138.9,57.1,0.45,2.3,3.74,4.74
445,Average,0.249,62.9,61.7,108.8,153.9,57.6,0.45,2.3,3.8,4.8
446,Average,0.225,60.2,66.7,106.0,140.6,51.0,0.48,2.3,3.43,4.72
447,Average,0.236,59.4,66.9,105.2,145.3,55.1,0.54,2.2,3.8,4.73
448,Average,0.23,56.5,73.0,103.9,134.4,55.1,0.53,2.22,3.5,4.7
449,Average,0.222,58.3,68.2,101.2,148.2,53.7,0.42,2.3,3.8,4.77
450,Average,0.184,59.3,65.7,106.8,148.2,59.3,0.46,2.3,3.68,4.85
451,Average,0.212,55.9,74.7,105.4,140.6,58.3,0.48,2.3,3.75,4.76
452,Average,0.227,57.2,61.7,119.3,154.3,57.0,0.48,2.19,3.77,4.86
453,Average,0.227,61.0,66.3,111.2,128.8,57.1,0.43,1.98,3.54,4.76
454,Average,0.206,62.4,60.6,106.9,125.5,54.6,0.53,2.3,3.54,4.74
455,Average,0.246,65.0,71.1,111.6,148.1,59.2,0.5,2.3,3.49,4.72
456,Average,0.192,64.3,73.8,102.8,149.2,56.9,0.53,2.03,3.8,4.72
457,Average,0.215,61.4,64.2,108.9,128.6,57.3,0.53,2.01,3.6,4.75
458,Average,0.228,59.2,72.9,112.5,133.0,58.6,0.51,2.3,3.8,4.73
459,Average,0.229,61.4,64.4,109.8,125.5,52.7,0.47,2.3,3.7,4.71
460,Average,0.225,62.9,73.7,108.0,133.8,58.1,0.49,2.3,3.63,4.7
461,Average,0.199,56.2,71.3,119.9,148.2,52.0,0.42,2.3,3.8,4.81
462,Average,0.191,59.1,72.1,117.6,140.5,53.5,0.5,2.3,3.7,4.76
463,Average,0.225,63.4,60.3,112.5,135.4,53.4,0.43,2.3,3.47,4.77
464,Average,0.222,58.8,74.4,111.4,136.2,59.8,0.5,2.27,3.8,4.74
465,Average,0.193,60.7,70.9,112.4,125.0,58.6,0.43,2.3,3.63,4.77
466,Average,0.229,60.9,64.6,104.0,134.0,57.0,0.42,2.14,3.77,4.77
467,Average,0.212,56.8,72.4,107.9,144.4,57.3,0.42,2.3,3.8,4.79
468,Average,0.227,58.6,64.2,100.8,154.2,55.6,0.4,2.3,3.8,4.82
469,Average,0.239,58.3,73.1,109.5,150.4,59.5,0.51,2.29,3.49,4.76
470,Average,0.192,55.3,61.7,110.9,125.7,55.0,0.51,2.3,3.57,4.81
471,Average,0.181,55.2,70.6,104.6,152.0,53.8,0.48,2.03,3.56,4.81
472,Average,0.235,63.3,68.1,119.3,148.5,51.6,0.42,2.3,3.45,4.75
473,Average,0.223,57.7,61.4,118.2,148.4,57.9,0.41,2.3,3.8,4.88
474,Average,0.229,60.2,63.6,114.4,138.7,57.3,0.4,2.25,3.8,4.82
475,Average,0.239,58.0,60.2,110.7,136.9,53.8,0.42,2.3,3.67,4.8
476,Average,0.236,64.4,67.0,117.4,134.1,50.3,0.53,1.95,3.63,4.67
477,Average,0.247,57.6,64.5,102.6,127.0,58.4,0.44,2.3,3.75,4.76
478,Average,0.218,59.3,69.0,115.8,131.8,50.1,0.45,2.28,3.74,4.72
479,Average,0.214,63.7,64.5,102.5,132.4,57.0,0.42,2.3,3.66,4.76
480,Average,0.208,63.4,64.5,115.9,139.5,59.7,0.43,2.3,3.73,4.82
481,Average,0.191,56.9,71.1,105.5,147.4,54.4,0.48,2.11,3.8,4.78
482,Average,0.22,63.0,60.7,117.5,139.2,52.3,0.49,2.13,3.73,4.77
483,Average,0.199,59.6,73.5,118.9,126.7,57.0,0.44,2.3,3.68,4.76
484,Average,0.244,59.8,72.8,103.0,153.7,58.2,0.41,2.3,3.67,4.76
485,Average,0.221,56.3,70.0,109.3,153.3,55.5,0.46,2.15,3.8,4.8
486,Average,0.221,55.8,68.9,119.6,148.6,59.7,0.44,2.11,3.68,4.85
487,Average,0.205,62.3,73.4,109.7,154.7,50.5,0.43,2.3,3.8,4.73
488,Average,0.184,60.0,62.8,117.3,141.3,55.0,0.54,2.3,3.8,4.82
489,Average,0.182,59.4,61.2,111.8,153.9,57.2,0.49,2.3,3.69,4.88
490,Average,0.21,62.3,63.6,107.5,127.3,58.6,0.48,2.07,3.69,4.77
491,Average,0.186,62.7,71.9,105.7,136.0,51.8,0.46,2.3,3.78,4.71
492,Average,0.222,56.6,60.5,104.1,131.8,58.0,0.46,2.3,3.67,4.82
493,Average,0.242,61.1,68.7,115.2,130.9,55.5,0.48,2.12,3.64,4.72
494,Average,0.242,56.4,74.9,107.7,129.2,54.0,0.5,2.3,3.47,4.67
495,Average,0.226,62.5,72.8,110.2,143.7,51.3,0.51,2.29,3.51,4.68
496,Average,0.195,61.6,67.8,109.8,148.4,58.7,0.43,2.3,3.72,4.83
497,Average,0.24,64.6,61.0,111.5,142.3,51.6,0.48,2.3,3.69,4.73
498,Average,0.242,55.7,72.5,117.3,129.4,53.1,0.46,2.3,3.8,4.72
499,Average,0.194,55.6,69.0,119.6,149.3,52.9,0.53,2.3,3.8,4.81
500,Average,0.232,57.8,61.7,108.2,144.1,58.7,0.49,2.3,3.8,4.82
